timestamp,video_id,duration,output_type,language,file_type,source_url
2025-04-03T07:01:11.895944,Rv1Ecz0J8vk,1836,summary,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
2025-04-03T07:16:26.845467,Rv1Ecz0J8vk,1836,summary,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
2025-04-03T07:18:18.984835,Rv1Ecz0J8vk,1836,summary,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
2025-04-03T07:24:05.679171,Rv1Ecz0J8vk,1836,summary,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
2025-04-03T07:28:19.615297,Rv1Ecz0J8vk,1836,summary,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
2025-04-03T18:10:55.570912,Rv1Ecz0J8vk,1836,both,en,pdf,https://www.youtube.com/watch?v=Rv1Ecz0J8vk
